source_table,metric_group,metric_name,metric_kind
S1601,language,s1601_c05_011m,derived
S1601,language,s1601_c05_012e,derived
S1601,language,s1601_c05_012m,derived
S1601,language,s1601_c05_013e,derived
S1601,language,s1601_c05_013m,derived
S1601,language,s1601_c05_014e,derived
S1601,language,s1601_c05_014m,derived
S1601,language,s1601_c05_015e,derived
S1601,language,s1601_c05_015m,derived
S1601,language,s1601_c05_016e,derived
S1601,language,s1601_c05_016m,derived
S1601,language,s1601_c05_017e,derived
S1601,language,s1601_c05_017m,derived
S1601,language,s1601_c05_018e,derived
S1601,language,s1601_c05_018m,derived
S1601,language,s1601_c05_019e,derived
S1601,language,s1601_c05_019m,derived
S1601,language,s1601_c05_020e,derived
S1601,language,s1601_c05_020m,derived
S1601,language,s1601_c05_022e,derived
S1601,language,s1601_c05_022m,derived
S1601,language,s1601_c05_023e,derived
S1601,language,s1601_c05_023m,derived
S1601,language,s1601_c05_024e,derived
S1601,language,s1601_c05_024m,derived
S1601,language,s1601_c06_001e,derived
S1601,language,s1601_c06_001m,derived
S1601,language,s1601_c06_003e,derived
S1601,language,s1601_c06_003m,derived
S1601,language,s1601_c06_004e,derived
S1601,language,s1601_c06_004m,derived
S1601,language,s1601_c06_005e,derived
S1601,language,s1601_c06_005m,derived
S1601,language,s1601_c06_006e,derived
S1601,language,s1601_c06_006m,derived
S1601,language,s1601_c06_007e,derived
S1601,language,s1601_c06_007m,derived
S1601,language,s1601_c06_008e,derived
S1601,language,s1601_c06_008m,derived
S1601,language,s1601_c06_009e,derived
S1601,language,s1601_c06_009m,derived
S1601,language,s1601_c06_010e,derived
S1601,language,s1601_c06_010m,derived
S1601,language,s1601_c06_011e,derived
S1601,language,s1601_c06_011m,derived
S1601,language,s1601_c06_012e,derived
S1601,language,s1601_c06_012m,derived
S1601,language,s1601_c06_013e,derived
S1601,language,s1601_c06_013m,derived
S1601,language,s1601_c06_014e,derived
S1601,language,s1601_c06_014m,derived
S1601,language,s1601_c06_015e,derived
S1601,language,s1601_c06_015m,derived
S1601,language,s1601_c06_016e,derived
S1601,language,s1601_c06_016m,derived
S1601,language,s1601_c06_017e,derived
S1601,language,s1601_c06_017m,derived
S1601,language,s1601_c06_018e,derived
S1601,language,s1601_c06_018m,derived
S1601,language,s1601_c06_019e,derived
S1601,language,s1601_c06_019m,derived
S1601,language,s1601_c06_020e,derived
S1601,language,s1601_c06_020m,derived
S1601,language,s1601_c06_022e,derived
S1601,language,s1601_c06_022m,derived
S1601,language,s1601_c06_023e,derived
S1601,language,s1601_c06_023m,derived
S1601,language,s1601_c06_024e,derived
S1601,language,s1601_c06_024m,derived
S1701,poverty,s1701_c01_001e,derived
S1701,poverty,s1701_c01_001m,derived
S1701,poverty,s1701_c01_002e,derived
S1701,poverty,s1701_c01_002m,derived
S1701,poverty,s1701_c01_003e,derived
S1701,poverty,s1701_c01_003m,derived
S1701,poverty,s1701_c01_004e,derived
S1701,poverty,s1701_c01_004m,derived
S1701,poverty,s1701_c01_005e,derived
S1701,poverty,s1701_c01_005m,derived
S1701,poverty,s1701_c01_006e,derived
S1701,poverty,s1701_c01_006m,derived
S1701,poverty,s1701_c01_007e,derived
S1701,poverty,s1701_c01_007m,derived
S1701,poverty,s1701_c01_008e,derived
S1701,poverty,s1701_c01_008m,derived
S1701,poverty,s1701_c01_009e,derived
S1701,poverty,s1701_c01_009m,derived
S1701,poverty,s1701_c01_010e,derived
S1701,poverty,s1701_c01_010m,derived
S1701,poverty,s1701_c01_011e,derived
S1701,poverty,s1701_c01_011m,derived
S1701,poverty,s1701_c01_012e,derived
S1701,poverty,s1701_c01_012m,derived
S1701,poverty,s1701_c01_013e,derived
S1701,poverty,s1701_c01_013m,derived
S1701,poverty,s1701_c01_014e,derived
S1701,poverty,s1701_c01_014m,derived
S1701,poverty,s1701_c01_015e,derived
S1701,poverty,s1701_c01_015m,derived
S1701,poverty,s1701_c01_016e,derived
S1701,poverty,s1701_c01_016m,derived
S1701,poverty,s1701_c01_017e,derived
S1701,poverty,s1701_c01_017m,derived
S1701,poverty,s1701_c01_018e,derived
S1701,poverty,s1701_c01_018m,derived
S1701,poverty,s1701_c01_019e,derived
S1701,poverty,s1701_c01_019m,derived
S1701,poverty,s1701_c01_020e,derived
S1701,poverty,s1701_c01_020m,derived
S1701,poverty,s1701_c01_021e,derived
S1701,poverty,s1701_c01_021m,derived
S1701,poverty,s1701_c01_022e,derived
S1701,poverty,s1701_c01_022m,derived
S1701,poverty,s1701_c01_023e,derived
S1701,poverty,s1701_c01_023m,derived
S1701,poverty,s1701_c01_024e,derived
S1701,poverty,s1701_c01_024m,derived
S1701,poverty,s1701_c01_025e,derived
S1701,poverty,s1701_c01_025m,derived
S1701,poverty,s1701_c01_026e,derived
S1701,poverty,s1701_c01_026m,derived
S1701,poverty,s1701_c01_027e,derived
S1701,poverty,s1701_c01_027m,derived
S1701,poverty,s1701_c01_028e,derived
S1701,poverty,s1701_c01_028m,derived
S1701,poverty,s1701_c01_029e,derived
S1701,poverty,s1701_c01_029m,derived
S1701,poverty,s1701_c01_030e,derived
S1701,poverty,s1701_c01_030m,derived
S1701,poverty,s1701_c01_031e,derived
S1701,poverty,s1701_c01_031m,derived
S1701,poverty,s1701_c01_032e,derived
S1701,poverty,s1701_c01_032m,derived
S1701,poverty,s1701_c01_033e,derived
S1701,poverty,s1701_c01_033m,derived
S1701,poverty,s1701_c01_034e,derived
S1701,poverty,s1701_c01_034m,derived
S1701,poverty,s1701_c01_035e,derived
S1701,poverty,s1701_c01_035m,derived
S1701,poverty,s1701_c01_036e,derived
S1701,poverty,s1701_c01_036m,derived
S1701,poverty,s1701_c01_037e,derived
S1701,poverty,s1701_c01_037m,derived
S1701,poverty,s1701_c01_038e,derived
S1701,poverty,s1701_c01_038m,derived
S1701,poverty,s1701_c01_039e,derived
S1701,poverty,s1701_c01_039m,derived
S1701,poverty,s1701_c01_040e,derived
S1701,poverty,s1701_c01_040m,derived
S1701,poverty,s1701_c01_041e,derived
S1701,poverty,s1701_c01_041m,derived
S1701,poverty,s1701_c01_042e,derived
S1701,poverty,s1701_c01_042m,derived
S1701,poverty,s1701_c01_043e,derived
S1701,poverty,s1701_c01_043m,derived
S1701,poverty,s1701_c01_044e,derived
S1701,poverty,s1701_c01_044m,derived
S1701,poverty,s1701_c01_045e,derived
S1701,poverty,s1701_c01_045m,derived
S1701,poverty,s1701_c01_046e,derived
S1701,poverty,s1701_c01_046m,derived
S1701,poverty,s1701_c01_047e,derived
S1701,poverty,s1701_c01_047m,derived
S1701,poverty,s1701_c01_048e,derived
S1701,poverty,s1701_c01_048m,derived
S1701,poverty,s1701_c01_049e,derived
S1701,poverty,s1701_c01_049m,derived
S1701,poverty,s1701_c01_050e,derived
S1701,poverty,s1701_c01_050m,derived
S1701,poverty,s1701_c01_051e,derived
S1701,poverty,s1701_c01_051m,derived
S1701,poverty,s1701_c01_052e,derived
S1701,poverty,s1701_c01_052m,derived
S1701,poverty,s1701_c01_053e,derived
S1701,poverty,s1701_c01_053m,derived
S1701,poverty,s1701_c01_054e,derived
S1701,poverty,s1701_c01_054m,derived
S1701,poverty,s1701_c01_055e,derived
S1701,poverty,s1701_c01_055m,derived
S1701,poverty,s1701_c01_056e,derived
S1701,poverty,s1701_c01_056m,derived
S1701,poverty,s1701_c01_057e,derived
S1701,poverty,s1701_c01_057m,derived
S1701,poverty,s1701_c01_058e,derived
S1701,poverty,s1701_c01_058m,derived
S1701,poverty,s1701_c01_059e,derived
S1701,poverty,s1701_c01_059m,derived
S1701,poverty,s1701_c01_060e,derived
S1701,poverty,s1701_c01_060m,derived
S1701,poverty,s1701_c01_061e,derived
S1701,poverty,s1701_c01_061m,derived
S1701,poverty,s1701_c02_001e,derived
S1701,poverty,s1701_c02_001m,derived
S1701,poverty,s1701_c02_002e,derived
S1701,poverty,s1701_c02_002m,derived
S1701,poverty,s1701_c02_003e,derived
S1701,poverty,s1701_c02_003m,derived
S1701,poverty,s1701_c02_004e,derived
S1701,poverty,s1701_c02_004m,derived
S1701,poverty,s1701_c02_005e,derived
S1701,poverty,s1701_c02_005m,derived
S1701,poverty,s1701_c02_006e,derived
S1701,poverty,s1701_c02_006m,derived
S1701,poverty,s1701_c02_007e,derived
S1701,poverty,s1701_c02_007m,derived
S1701,poverty,s1701_c02_008e,derived
S1701,poverty,s1701_c02_008m,derived
S1701,poverty,s1701_c02_009e,derived
S1701,poverty,s1701_c02_009m,derived
S1701,poverty,s1701_c02_010e,derived
S1701,poverty,s1701_c02_010m,derived
S1701,poverty,s1701_c02_011e,derived
S1701,poverty,s1701_c02_011m,derived
S1701,poverty,s1701_c02_012e,derived
S1701,poverty,s1701_c02_012m,derived
S1701,poverty,s1701_c02_013e,derived
S1701,poverty,s1701_c02_013m,derived
S1701,poverty,s1701_c02_014e,derived
S1701,poverty,s1701_c02_014m,derived
S1701,poverty,s1701_c02_015e,derived
S1701,poverty,s1701_c02_015m,derived
S1701,poverty,s1701_c02_016e,derived
S1701,poverty,s1701_c02_016m,derived
S1701,poverty,s1701_c02_017e,derived
S1701,poverty,s1701_c02_017m,derived
S1701,poverty,s1701_c02_018e,derived
S1701,poverty,s1701_c02_018m,derived
S1701,poverty,s1701_c02_019e,derived
S1701,poverty,s1701_c02_019m,derived
S1701,poverty,s1701_c02_020e,derived
S1701,poverty,s1701_c02_020m,derived
S1701,poverty,s1701_c02_021e,derived
S1701,poverty,s1701_c02_021m,derived
S1701,poverty,s1701_c02_022e,derived
S1701,poverty,s1701_c02_022m,derived
S1701,poverty,s1701_c02_023e,derived
S1701,poverty,s1701_c02_023m,derived
S1701,poverty,s1701_c02_024e,derived
S1701,poverty,s1701_c02_024m,derived
S1701,poverty,s1701_c02_025e,derived
S1701,poverty,s1701_c02_025m,derived
S1701,poverty,s1701_c02_026e,derived
S1701,poverty,s1701_c02_026m,derived
S1701,poverty,s1701_c02_027e,derived
S1701,poverty,s1701_c02_027m,derived
S1701,poverty,s1701_c02_028e,derived
S1701,poverty,s1701_c02_028m,derived
S1701,poverty,s1701_c02_029e,derived
S1701,poverty,s1701_c02_029m,derived
S1701,poverty,s1701_c02_030e,derived
S1701,poverty,s1701_c02_030m,derived
S1701,poverty,s1701_c02_031e,derived
S1701,poverty,s1701_c02_031m,derived
S1701,poverty,s1701_c02_032e,derived
S1701,poverty,s1701_c02_032m,derived
S1701,poverty,s1701_c02_033e,derived
S1701,poverty,s1701_c02_033m,derived
S1701,poverty,s1701_c02_034e,derived
S1701,poverty,s1701_c02_034m,derived
S1701,poverty,s1701_c02_035e,derived
S1701,poverty,s1701_c02_035m,derived
S1701,poverty,s1701_c02_036e,derived
S1701,poverty,s1701_c02_036m,derived
S1701,poverty,s1701_c02_037e,derived
S1701,poverty,s1701_c02_037m,derived
S1701,poverty,s1701_c02_046e,derived
S1701,poverty,s1701_c02_046m,derived
S1701,poverty,s1701_c02_047e,derived
S1701,poverty,s1701_c02_047m,derived
S1701,poverty,s1701_c02_048e,derived
S1701,poverty,s1701_c02_048m,derived
S1701,poverty,s1701_c02_049e,derived
S1701,poverty,s1701_c02_049m,derived
S1701,poverty,s1701_c02_050e,derived
S1701,poverty,s1701_c02_050m,derived
S1701,poverty,s1701_c02_051e,derived
S1701,poverty,s1701_c02_051m,derived
S1701,poverty,s1701_c02_052e,derived
S1701,poverty,s1701_c02_052m,derived
S1701,poverty,s1701_c02_053e,derived
S1701,poverty,s1701_c02_053m,derived
S1701,poverty,s1701_c02_054e,derived
S1701,poverty,s1701_c02_054m,derived
S1701,poverty,s1701_c02_055e,derived
S1701,poverty,s1701_c02_055m,derived
S1701,poverty,s1701_c02_056e,derived
S1701,poverty,s1701_c02_056m,derived
S1701,poverty,s1701_c02_057e,derived
S1701,poverty,s1701_c02_057m,derived
S1701,poverty,s1701_c02_059e,derived
S1701,poverty,s1701_c02_059m,derived
S1701,poverty,s1701_c02_060e,derived
S1701,poverty,s1701_c02_060m,derived
S1701,poverty,s1701_c02_061e,derived
S1701,poverty,s1701_c02_061m,derived
S1701,poverty,s1701_c03_001e,derived
S1701,poverty,s1701_c03_001m,derived
S1701,poverty,s1701_c03_002e,derived
S1701,poverty,s1701_c03_002m,derived
S1701,poverty,s1701_c03_003e,derived
S1701,poverty,s1701_c03_003m,derived
S1701,poverty,s1701_c03_004e,derived
S1701,poverty,s1701_c03_004m,derived
S1701,poverty,s1701_c03_005e,derived
S1701,poverty,s1701_c03_005m,derived
S1701,poverty,s1701_c03_006e,derived
S1701,poverty,s1701_c03_006m,derived
S1701,poverty,s1701_c03_007e,derived
S1701,poverty,s1701_c03_007m,derived
S1701,poverty,s1701_c03_008e,derived
S1701,poverty,s1701_c03_008m,derived
S1701,poverty,s1701_c03_009e,derived
S1701,poverty,s1701_c03_009m,derived
S1701,poverty,s1701_c03_010e,derived
S1701,poverty,s1701_c03_010m,derived
S1701,poverty,s1701_c03_011e,derived
S1701,poverty,s1701_c03_011m,derived
S1701,poverty,s1701_c03_012e,derived
S1701,poverty,s1701_c03_012m,derived
S1701,poverty,s1701_c03_013e,derived
S1701,poverty,s1701_c03_013m,derived
S1701,poverty,s1701_c03_014e,derived
S1701,poverty,s1701_c03_014m,derived
S1701,poverty,s1701_c03_015e,derived
S1701,poverty,s1701_c03_015m,derived
S1701,poverty,s1701_c03_016e,derived
S1701,poverty,s1701_c03_016m,derived
S1701,poverty,s1701_c03_017e,derived
S1701,poverty,s1701_c03_017m,derived
S1701,poverty,s1701_c03_018e,derived
S1701,poverty,s1701_c03_018m,derived
S1701,poverty,s1701_c03_019e,derived
S1701,poverty,s1701_c03_019m,derived
S1701,poverty,s1701_c03_020e,derived
S1701,poverty,s1701_c03_020m,derived
S1701,poverty,s1701_c03_021e,derived
S1701,poverty,s1701_c03_021m,derived
S1701,poverty,s1701_c03_022e,derived
S1701,poverty,s1701_c03_022m,derived
S1701,poverty,s1701_c03_023e,derived
S1701,poverty,s1701_c03_023m,derived
S1701,poverty,s1701_c03_024e,derived
S1701,poverty,s1701_c03_024m,derived
S1701,poverty,s1701_c03_025e,derived
S1701,poverty,s1701_c03_025m,derived
S1701,poverty,s1701_c03_026e,derived
S1701,poverty,s1701_c03_026m,derived
S1701,poverty,s1701_c03_027e,derived
S1701,poverty,s1701_c03_027m,derived
S1701,poverty,s1701_c03_028e,derived
S1701,poverty,s1701_c03_028m,derived
S1701,poverty,s1701_c03_029e,derived
S1701,poverty,s1701_c03_029m,derived
S1701,poverty,s1701_c03_030e,derived
S1701,poverty,s1701_c03_030m,derived
S1701,poverty,s1701_c03_031e,derived
S1701,poverty,s1701_c03_031m,derived
S1701,poverty,s1701_c03_032e,derived
S1701,poverty,s1701_c03_032m,derived
S1701,poverty,s1701_c03_033e,derived
S1701,poverty,s1701_c03_033m,derived
S1701,poverty,s1701_c03_034e,derived
S1701,poverty,s1701_c03_034m,derived
S1701,poverty,s1701_c03_035e,derived
S1701,poverty,s1701_c03_035m,derived
S1701,poverty,s1701_c03_036e,derived
S1701,poverty,s1701_c03_036m,derived
S1701,poverty,s1701_c03_037e,derived
S1701,poverty,s1701_c03_037m,derived
S1701,poverty,s1701_c03_046e,derived
S1701,poverty,s1701_c03_046m,derived
S1701,poverty,s1701_c03_047e,derived
S1701,poverty,s1701_c03_047m,derived
S1701,poverty,s1701_c03_048e,derived
S1701,poverty,s1701_c03_048m,derived
S1701,poverty,s1701_c03_049e,derived
S1701,poverty,s1701_c03_049m,derived
S1701,poverty,s1701_c03_050e,derived
S1701,poverty,s1701_c03_050m,derived
S1701,poverty,s1701_c03_051e,derived
S1701,poverty,s1701_c03_051m,derived
S1701,poverty,s1701_c03_052e,derived
S1701,poverty,s1701_c03_052m,derived
S1701,poverty,s1701_c03_053e,derived
S1701,poverty,s1701_c03_053m,derived
S1701,poverty,s1701_c03_054e,derived
S1701,poverty,s1701_c03_054m,derived
S1701,poverty,s1701_c03_055e,derived
S1701,poverty,s1701_c03_055m,derived
S1701,poverty,s1701_c03_056e,derived
S1701,poverty,s1701_c03_056m,derived
S1701,poverty,s1701_c03_057e,derived
S1701,poverty,s1701_c03_057m,derived
S1701,poverty,s1701_c03_059e,derived
S1701,poverty,s1701_c03_059m,derived
S1701,poverty,s1701_c03_060e,derived
S1701,poverty,s1701_c03_060m,derived
S1701,poverty,s1701_c03_061e,derived
S1701,poverty,s1701_c03_061m,derived
S1901,income_distribution,s1901_c01_001e,derived
S1901,income_distribution,s1901_c01_001m,derived
S1901,income_distribution,s1901_c01_002e,derived
S1901,income_distribution,s1901_c01_002m,derived
S1901,income_distribution,s1901_c01_003e,derived
S1901,income_distribution,s1901_c01_003m,derived
S1901,income_distribution,s1901_c01_004e,derived
S1901,income_distribution,s1901_c01_004m,derived
S1901,income_distribution,s1901_c01_005e,derived
S1901,income_distribution,s1901_c01_005m,derived
S1901,income_distribution,s1901_c01_006e,derived
S1901,income_distribution,s1901_c01_006m,derived
S1901,income_distribution,s1901_c01_007e,derived
S1901,income_distribution,s1901_c01_007m,derived
S1901,income_distribution,s1901_c01_008e,derived
S1901,income_distribution,s1901_c01_008m,derived
S1901,income_distribution,s1901_c01_009e,derived
S1901,income_distribution,s1901_c01_009m,derived
S1901,income_distribution,s1901_c01_010e,derived
S1901,income_distribution,s1901_c01_010m,derived
S1901,income_distribution,s1901_c01_011e,derived
S1901,income_distribution,s1901_c01_011m,derived
S1901,income_distribution,s1901_c01_012e,derived
S1901,income_distribution,s1901_c01_012m,derived
S1901,income_distribution,s1901_c01_013e,derived
S1901,income_distribution,s1901_c01_013m,derived
S1901,income_distribution,s1901_c01_014e,derived
S1901,income_distribution,s1901_c02_001e,derived
S1901,income_distribution,s1901_c02_001m,derived
S1901,income_distribution,s1901_c02_002e,derived
S1901,income_distribution,s1901_c02_002m,derived
S1901,income_distribution,s1901_c02_003e,derived
S1901,income_distribution,s1901_c02_003m,derived
S1901,income_distribution,s1901_c02_004e,derived
S1901,income_distribution,s1901_c02_004m,derived
S1901,income_distribution,s1901_c02_005e,derived
S1901,income_distribution,s1901_c02_005m,derived
S1901,income_distribution,s1901_c02_006e,derived
S1901,income_distribution,s1901_c02_006m,derived
S1901,income_distribution,s1901_c02_007e,derived
S1901,income_distribution,s1901_c02_007m,derived
S1901,income_distribution,s1901_c02_008e,derived
S1901,income_distribution,s1901_c02_008m,derived
S1901,income_distribution,s1901_c02_009e,derived
S1901,income_distribution,s1901_c02_009m,derived
S1901,income_distribution,s1901_c02_010e,derived
S1901,income_distribution,s1901_c02_010m,derived
S1901,income_distribution,s1901_c02_011e,derived
S1901,income_distribution,s1901_c02_011m,derived
S1901,income_distribution,s1901_c02_012e,derived
S1901,income_distribution,s1901_c02_012m,derived
S1901,income_distribution,s1901_c02_013e,derived
S1901,income_distribution,s1901_c02_013m,derived
S1901,income_distribution,s1901_c02_015e,derived
S1901,income_distribution,s1901_c03_001e,derived
S1901,income_distribution,s1901_c03_001m,derived
S1901,income_distribution,s1901_c03_002e,derived
S1901,income_distribution,s1901_c03_002m,derived
S1901,income_distribution,s1901_c03_003e,derived
S1901,income_distribution,s1901_c03_003m,derived
S1901,income_distribution,s1901_c03_004e,derived
S1901,income_distribution,s1901_c03_004m,derived
S1901,income_distribution,s1901_c03_005e,derived
S1901,income_distribution,s1901_c03_005m,derived
S1901,income_distribution,s1901_c03_006e,derived
S1901,income_distribution,s1901_c03_006m,derived
S1901,income_distribution,s1901_c03_007e,derived
S1901,income_distribution,s1901_c03_007m,derived
S1901,income_distribution,s1901_c03_008e,derived
S1901,income_distribution,s1901_c03_008m,derived
S1901,income_distribution,s1901_c03_009e,derived
S1901,income_distribution,s1901_c03_009m,derived
S1901,income_distribution,s1901_c03_010e,derived
S1901,income_distribution,s1901_c03_010m,derived
S1901,income_distribution,s1901_c03_011e,derived
S1901,income_distribution,s1901_c03_011m,derived
S1901,income_distribution,s1901_c03_012e,derived
S1901,income_distribution,s1901_c03_012m,derived
S1901,income_distribution,s1901_c04_001e,derived
S1901,income_distribution,s1901_c04_001m,derived
S1901,income_distribution,s1901_c04_002e,derived
S1901,income_distribution,s1901_c04_002m,derived
S1901,income_distribution,s1901_c04_003e,derived
S1901,income_distribution,s1901_c04_003m,derived
S1901,income_distribution,s1901_c04_004e,derived
S1901,income_distribution,s1901_c04_004m,derived
S1901,income_distribution,s1901_c04_005e,derived
S1901,income_distribution,s1901_c04_005m,derived
S1901,income_distribution,s1901_c04_006e,derived
S1901,income_distribution,s1901_c04_006m,derived
S1901,income_distribution,s1901_c04_007e,derived
S1901,income_distribution,s1901_c04_007m,derived
S1901,income_distribution,s1901_c04_008e,derived
S1901,income_distribution,s1901_c04_008m,derived
S1901,income_distribution,s1901_c04_009e,derived
S1901,income_distribution,s1901_c04_009m,derived
S1901,income_distribution,s1901_c04_010e,derived
S1901,income_distribution,s1901_c04_010m,derived
S1901,income_distribution,s1901_c04_011e,derived
S1901,income_distribution,s1901_c04_011m,derived
S1901,income_distribution,s1901_c04_012e,derived
S1901,income_distribution,s1901_c04_012m,derived
S1901,income_distribution,s1901_c04_013e,derived
S1901,income_distribution,s1901_c04_013m,derived
S1901,income_distribution,s1901_c04_016e,derived
S2301,employment,s2301_c01_001e,derived
S2301,employment,s2301_c01_001m,derived
S2301,employment,s2301_c01_002e,derived
S2301,employment,s2301_c01_002m,derived
S2301,employment,s2301_c01_003e,derived
S2301,employment,s2301_c01_003m,derived
S2301,employment,s2301_c01_004e,derived
S2301,employment,s2301_c01_004m,derived
S2301,employment,s2301_c01_005e,derived
S2301,employment,s2301_c01_005m,derived
S2301,employment,s2301_c01_006e,derived
S2301,employment,s2301_c01_006m,derived
S2301,employment,s2301_c01_007e,derived
S2301,employment,s2301_c01_007m,derived
S2301,employment,s2301_c01_008e,derived
S2301,employment,s2301_c01_008m,derived
S2301,employment,s2301_c01_009e,derived
S2301,employment,s2301_c01_009m,derived
S2301,employment,s2301_c01_010e,derived
S2301,employment,s2301_c01_010m,derived
S2301,employment,s2301_c01_011e,derived
S2301,employment,s2301_c01_011m,derived
S2301,employment,s2301_c01_012e,derived
S2301,employment,s2301_c01_012m,derived
S2301,employment,s2301_c01_013e,derived
S2301,employment,s2301_c01_013m,derived
S2301,employment,s2301_c01_014e,derived
S2301,employment,s2301_c01_014m,derived
S2301,employment,s2301_c01_015e,derived
S2301,employment,s2301_c01_015m,derived
S2301,employment,s2301_c01_016e,derived
S2301,employment,s2301_c01_016m,derived
S2301,employment,s2301_c01_017e,derived
S2301,employment,s2301_c01_017m,derived
S2301,employment,s2301_c01_018e,derived
S2301,employment,s2301_c01_018m,derived
S2301,employment,s2301_c01_019e,derived
S2301,employment,s2301_c01_019m,derived
S2301,employment,s2301_c01_020e,derived
S2301,employment,s2301_c01_020m,derived
S2301,employment,s2301_c01_021e,derived
S2301,employment,s2301_c01_021m,derived
S2301,employment,s2301_c01_022e,derived
S2301,employment,s2301_c01_022m,derived
S2301,employment,s2301_c01_023e,derived
S2301,employment,s2301_c01_023m,derived
S2301,employment,s2301_c01_024e,derived
S2301,employment,s2301_c01_024m,derived
S2301,employment,s2301_c01_025e,derived
S2301,employment,s2301_c01_025m,derived
S2301,employment,s2301_c01_026e,derived
S2301,employment,s2301_c01_026m,derived
S2301,employment,s2301_c01_027e,derived
S2301,employment,s2301_c01_027m,derived
S2301,employment,s2301_c01_028e,derived
S2301,employment,s2301_c01_028m,derived
S2301,employment,s2301_c01_029e,derived
S2301,employment,s2301_c01_029m,derived
S2301,employment,s2301_c01_030e,derived
S2301,employment,s2301_c01_030m,derived
S2301,employment,s2301_c01_031e,derived
S2301,employment,s2301_c01_031m,derived
S2301,employment,s2301_c01_032e,derived
S2301,employment,s2301_c01_032m,derived
S2301,employment,s2301_c01_033e,derived
S2301,employment,s2301_c01_033m,derived
S2301,employment,s2301_c01_034e,derived
S2301,employment,s2301_c01_034m,derived
S2301,employment,s2301_c01_035e,derived
S2301,employment,s2301_c01_035m,derived
S2301,employment,s2301_c02_001e,derived
S2301,employment,s2301_c02_001m,derived
S2301,employment,s2301_c02_002e,derived
S2301,employment,s2301_c02_002m,derived
S2301,employment,s2301_c02_003e,derived
S2301,employment,s2301_c02_003m,derived
S2301,employment,s2301_c02_004e,derived
S2301,employment,s2301_c02_004m,derived
S2301,employment,s2301_c02_005e,derived
S2301,employment,s2301_c02_005m,derived
S2301,employment,s2301_c02_006e,derived
S2301,employment,s2301_c02_006m,derived
S2301,employment,s2301_c02_007e,derived
S2301,employment,s2301_c02_007m,derived
S2301,employment,s2301_c02_008e,derived
S2301,employment,s2301_c02_008m,derived
S2301,employment,s2301_c02_009e,derived
S2301,employment,s2301_c02_009m,derived
S2301,employment,s2301_c02_010e,derived
S2301,employment,s2301_c02_010m,derived
S2301,employment,s2301_c02_011e,derived
S2301,employment,s2301_c02_011m,derived
S2301,employment,s2301_c02_012e,derived
S2301,employment,s2301_c02_012m,derived
S2301,employment,s2301_c02_013e,derived
S2301,employment,s2301_c02_013m,derived
S2301,employment,s2301_c02_014e,derived
S2301,employment,s2301_c02_014m,derived
S2301,employment,s2301_c02_015e,derived
S2301,employment,s2301_c02_015m,derived
S2301,employment,s2301_c02_016e,derived
S2301,employment,s2301_c02_016m,derived
S2301,employment,s2301_c02_017e,derived
S2301,employment,s2301_c02_017m,derived
S2301,employment,s2301_c02_018e,derived
S2301,employment,s2301_c02_018m,derived
S2301,employment,s2301_c02_019e,derived
S2301,employment,s2301_c02_019m,derived
S2301,employment,s2301_c02_020e,derived
S2301,employment,s2301_c02_020m,derived
S2301,employment,s2301_c02_021e,derived
S2301,employment,s2301_c02_021m,derived
S2301,employment,s2301_c02_022e,derived
S2301,employment,s2301_c02_022m,derived
S2301,employment,s2301_c02_023e,derived
S2301,employment,s2301_c02_023m,derived
S2301,employment,s2301_c02_024e,derived
S2301,employment,s2301_c02_024m,derived
S2301,employment,s2301_c02_025e,derived
S2301,employment,s2301_c02_025m,derived
S2301,employment,s2301_c02_026e,derived
S2301,employment,s2301_c02_026m,derived
S2301,employment,s2301_c02_027e,derived
S2301,employment,s2301_c02_027m,derived
S2301,employment,s2301_c02_028e,derived
S2301,employment,s2301_c02_028m,derived
S2301,employment,s2301_c02_029e,derived
S2301,employment,s2301_c02_029m,derived
S2301,employment,s2301_c02_030e,derived
S2301,employment,s2301_c02_030m,derived
S2301,employment,s2301_c02_031e,derived
S2301,employment,s2301_c02_031m,derived
S2301,employment,s2301_c02_032e,derived
S2301,employment,s2301_c02_032m,derived
S2301,employment,s2301_c02_033e,derived
S2301,employment,s2301_c02_033m,derived
S2301,employment,s2301_c02_034e,derived
S2301,employment,s2301_c02_034m,derived
S2301,employment,s2301_c02_035e,derived
S2301,employment,s2301_c02_035m,derived
S2301,employment,s2301_c03_001e,derived
S2301,employment,s2301_c03_001m,derived
S2301,employment,s2301_c03_002e,derived
S2301,employment,s2301_c03_002m,derived
S2301,employment,s2301_c03_003e,derived
S2301,employment,s2301_c03_003m,derived
S2301,employment,s2301_c03_004e,derived
S2301,employment,s2301_c03_004m,derived
S2301,employment,s2301_c03_005e,derived
S2301,employment,s2301_c03_005m,derived
S2301,employment,s2301_c03_006e,derived
S2301,employment,s2301_c03_006m,derived
S2301,employment,s2301_c03_007e,derived
S2301,employment,s2301_c03_007m,derived
S2301,employment,s2301_c03_008e,derived
S2301,employment,s2301_c03_008m,derived
S2301,employment,s2301_c03_009e,derived
S2301,employment,s2301_c03_009m,derived
S2301,employment,s2301_c03_010e,derived
S2301,employment,s2301_c03_010m,derived
S2301,employment,s2301_c03_011e,derived
S2301,employment,s2301_c03_011m,derived
S2301,employment,s2301_c03_012e,derived
S2301,employment,s2301_c03_012m,derived
S2301,employment,s2301_c03_013e,derived
S2301,employment,s2301_c03_013m,derived
