serialno,state,puma,wgtp,np,hincp,fincp,adjinc,hht,hht2,noc,npf,fparc,person_count,adult_count,college_age_count,student_enrolled_count,likely_college_student_count,employed_count,reference_person_count,reference_person_student_flag,has_any_likely_college_student,has_any_student,has_any_college_age_person,has_any_employed_person,student_share_of_persons,student_share_of_adults,college_age_share_of_persons,student_heavy_flag_rule_a,student_heavy_flag_rule_b,analysis_weight,hincp_adj_real,student_heavy_flag,hh_comp_key,below_alice_flag,annual_alice_threshold
2021HU0556407,17,2100,23,1,500.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,23.0,514.964,0,1_adult_0_child,1,37492.23
2021HU0562607,17,2100,122,1,21800.0,,1029928,4.0,9.0,0.0,,,1,1,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,122.0,22452.4304,0,1_adult_0_child,1,37492.23
2021HU0563244,17,2100,169,2,9000.0,,1029928,5.0,12.0,0.0,,,2,2,2,2,2,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,169.0,9269.352,1,2_adult_0_child,1,49309.96
2021HU0572377,17,2100,22,1,0.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,22.0,0.0,0,1_adult_0_child,1,37492.23
2021HU0573077,17,2100,132,1,24200.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,132.0,24924.2576,0,1_adult_0_child,1,37492.23
2021HU0577668,17,2100,67,2,46600.0,,1029928,5.0,4.0,0.0,,,2,2,0,2,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,67.0,47994.6448,0,2_adult_0_child,1,49309.96
2021HU0578658,17,2100,21,1,20000.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,21.0,20598.56,0,1_adult_0_child,1,37492.23
2021HU0589783,17,2100,146,1,17200.0,,1029928,4.0,9.0,0.0,,,1,1,1,1,1,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,146.0,17714.7616,1,1_adult_0_child,1,37492.23
2021HU0600349,17,2100,114,1,28800.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,114.0,29661.9264,0,1_adult_0_child,1,37492.23
2021HU0600693,17,2100,348,1,20000.0,,1029928,6.0,5.0,0.0,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,348.0,20598.56,0,1_adult_0_child,1,37492.23
2021HU0603787,17,2100,24,2,27000.0,27000.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,24.0,27808.056,0,2_adult_0_child,1,49309.96
2021HU0623637,17,2100,179,1,17400.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,179.0,17920.7472,0,1_adult_0_child,1,37492.23
2021HU0691761,17,2100,26,1,5300.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,26.0,5458.6184,0,1_adult_0_child,1,37492.23
2021HU0640722,17,2100,63,3,47000.0,47000.0,1029928,3.0,7.0,0.0,3.0,4.0,3,3,2,1,1,2,1,0,1,1,1,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0,63.0,48406.616,0,3plus_adult_0_child,1,57631.7
2021HU0652399,17,2100,73,2,15100.0,,1029928,7.0,8.0,0.0,,,2,2,2,2,2,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,73.0,15551.9128,0,2_adult_0_child,1,49309.96
2021HU0652880,17,2100,182,1,650.0,,1029928,6.0,5.0,0.0,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,182.0,669.4532,0,1_adult_0_child,1,37492.23
2021HU0654149,17,2100,12,4,28200.0,28200.0,1029928,2.0,10.0,1.0,4.0,2.0,4,3,2,3,0,0,1,0,0,1,1,0,0.0,0.0,0.5,0,0,12.0,29043.9696,0,3plus_adult_1plus_child,1,65920.3
2021HU0666604,17,2100,32,1,13800.0,,1029928,4.0,9.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,32.0,14213.0064,0,1_adult_0_child,1,37492.23
2021HU0666682,17,2100,52,1,21000.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,52.0,21628.488,0,1_adult_0_child,1,37492.23
2021HU0669777,17,2100,45,1,30000.0,,1029928,4.0,9.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,45.0,30897.84,0,1_adult_0_child,1,37492.23
2021HU0674594,17,2100,71,2,14190.0,14190.0,1029928,3.0,7.0,0.0,2.0,2.0,2,1,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,71.0,14614.67832,0,1_adult_0_child,1,37492.23
2021HU0674987,17,2100,166,1,31000.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,166.0,31927.768,0,1_adult_0_child,1,37492.23
2021HU0679452,17,2100,10,1,25200.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,10.0,25954.1856,0,1_adult_0_child,1,37492.23
2021HU0685631,17,2100,217,1,9500.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,217.0,9784.316,0,1_adult_0_child,1,37492.23
2021HU0698590,17,2100,429,1,7500.0,,1029928,4.0,9.0,0.0,,,1,1,1,1,1,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,429.0,7724.46,1,1_adult_0_child,1,37492.23
2021HU0699175,17,2100,16,2,41000.0,41000.0,1029928,3.0,7.0,0.0,2.0,4.0,2,2,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,16.0,42227.048,0,2_adult_0_child,1,49309.96
2021HU0700843,17,2100,94,1,16000.0,,1029928,6.0,5.0,0.0,,,1,1,1,1,1,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,94.0,16478.848,1,1_adult_0_child,1,37492.23
2021HU0714862,17,2100,269,4,2000.0,,1029928,5.0,12.0,0.0,,,4,4,4,4,4,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,269.0,2059.856,0,3plus_adult_0_child,1,57631.7
2021HU0722527,17,2100,74,4,38800.0,38800.0,1029928,1.0,1.0,2.0,4.0,1.0,4,2,0,1,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,74.0,39961.2064,0,2_adult_2plus_child,1,64765.51
2021HU0723251,17,2100,111,2,10000.0,,1029928,7.0,8.0,0.0,,,2,2,2,2,2,2,1,1,1,1,1,1,1.0,1.0,1.0,1,0,111.0,10299.28,0,2_adult_0_child,1,49309.96
2021HU0724795,17,2100,86,2,35000.0,35000.0,1029928,2.0,11.0,0.0,2.0,4.0,2,2,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,0,86.0,36047.48,0,2_adult_0_child,1,49309.96
2021HU0726739,17,2100,154,3,54000.0,54000.0,1029928,2.0,10.0,2.0,3.0,2.0,3,1,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,154.0,55616.112,0,1_adult_2plus_child,1,55969.66
2021HU0729370,17,2100,108,1,800.0,,1029928,6.0,5.0,0.0,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,108.0,823.9424,0,1_adult_0_child,1,37492.23
2021HU0731872,17,2100,14,1,34400.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,14.0,35429.5232,0,1_adult_0_child,1,37492.23
2021HU0741381,17,2100,211,3,45000.0,5000.0,1029928,3.0,3.0,1.0,2.0,1.0,3,2,1,0,0,2,1,0,0,0,1,1,0.0,0.0,0.3333333333333333,0,0,211.0,46346.76,0,2_adult_1_child,1,56444.53
2021HU0741912,17,2100,13,1,33600.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,13.0,34605.5808,0,1_adult_0_child,1,37492.23
2021HU0746330,17,2100,109,1,610.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,109.0,628.25608,0,1_adult_0_child,1,37492.23
2021HU0747097,17,2100,192,1,28800.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,192.0,29661.9264,0,1_adult_0_child,1,37492.23
2021HU0750851,17,2100,24,1,30000.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,24.0,30897.84,0,1_adult_0_child,1,37492.23
2021HU0754067,17,2100,24,1,32800.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,24.0,33781.6384,0,1_adult_0_child,1,37492.23
2021HU0756468,17,2100,483,2,41000.0,,1029928,5.0,4.0,0.0,,,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,483.0,42227.048,0,2_adult_0_child,1,49309.96
2021HU0761004,17,2100,159,2,0.0,0.0,1029928,3.0,6.0,1.0,2.0,1.0,2,1,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,159.0,0.0,0,1_adult_1_child,1,41270.34
2021HU0761402,17,2100,30,2,31800.0,31800.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,30.0,32751.7104,0,2_adult_0_child,1,49309.96
2021HU0768012,17,2100,207,2,36000.0,,1029928,7.0,4.0,0.0,,,2,2,2,2,2,2,1,1,1,1,1,1,1.0,1.0,1.0,1,0,207.0,37077.408,0,2_adult_0_child,1,49309.96
2021HU0768898,17,2100,204,1,18000.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,204.0,18538.704,0,1_adult_0_child,1,37492.23
2021HU0790206,17,2100,45,2,2400.0,2400.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,45.0,2471.8272,0,2_adult_0_child,1,49309.96
2021HU0795254,17,2100,69,5,44300.0,44300.0,1029928,1.0,2.0,0.0,5.0,3.0,5,3,0,2,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,69.0,45625.8104,0,3plus_adult_0_child,1,57631.7
2021HU0796553,17,2100,236,3,8000.0,0.0,1029928,2.0,3.0,1.0,2.0,1.0,3,2,2,1,1,1,1,0,1,1,1,1,0.3333333333333333,0.5,0.6666666666666666,1,0,236.0,8239.424,0,2_adult_1_child,1,56444.53
2021HU0803990,17,2100,45,2,36000.0,36000.0,1029928,3.0,7.0,0.0,2.0,4.0,2,2,1,1,0,2,1,0,0,1,1,1,0.0,0.0,0.5,0,0,45.0,37077.408,0,2_adult_0_child,1,49309.96
2021HU0808960,17,2100,10,3,21300.0,21300.0,1029928,3.0,6.0,2.0,3.0,2.0,3,1,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,10.0,21937.4664,0,1_adult_2plus_child,1,55969.66
2021HU0810514,17,2100,157,2,40000.0,,1029928,7.0,4.0,0.0,,,2,2,0,2,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,157.0,41197.12,0,2_adult_0_child,1,49309.96
2021HU0810566,17,2100,72,2,2790.0,,1029928,7.0,4.0,0.0,,,2,2,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,72.0,2873.49912,0,2_adult_0_child,1,49309.96
2021HU0811920,17,2100,59,1,0.0,,1029928,6.0,5.0,0.0,,,1,1,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,59.0,0.0,0,1_adult_0_child,1,37492.23
2021HU0819514,17,2100,145,2,30000.0,30000.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,145.0,30897.84,0,2_adult_0_child,1,49309.96
2021HU0835045,17,2100,100,2,4500.0,4500.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,100.0,4634.676,0,2_adult_0_child,1,49309.96
2021HU0835094,17,2100,72,2,29200.0,29200.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,72.0,30073.8976,0,2_adult_0_child,1,49309.96
2021HU0835509,17,2100,52,2,31700.0,,1029928,5.0,12.0,0.0,,,2,2,0,0,0,2,1,0,0,0,0,1,0.0,0.0,0.0,0,0,52.0,32648.7176,0,2_adult_0_child,1,49309.96
2021HU0842617,17,2100,88,2,13400.0,13400.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,88.0,13801.0352,0,2_adult_0_child,1,49309.96
2021HU0859750,17,2100,108,1,32100.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,108.0,33060.6888,0,1_adult_0_child,1,37492.23
2021HU0859831,17,2100,193,1,13000.0,,1029928,6.0,5.0,0.0,,,1,1,1,0,0,1,1,0,0,0,1,1,0.0,0.0,1.0,0,0,193.0,13389.064,0,1_adult_0_child,1,37492.23
2021HU0870567,17,2100,32,1,0.0,,1029928,4.0,9.0,0.0,,,1,1,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,32.0,0.0,0,1_adult_0_child,1,37492.23
2021HU0872210,17,2100,90,1,3500.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,90.0,3604.748,0,1_adult_0_child,1,37492.23
2021HU0872294,17,2100,169,1,1100.0,,1029928,4.0,9.0,0.0,,,1,1,1,1,1,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,169.0,1132.9208,1,1_adult_0_child,1,37492.23
2021HU0875302,17,2100,202,1,0.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,202.0,0.0,0,1_adult_0_child,1,37492.23
2021HU0883602,17,2100,114,1,16100.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,114.0,16581.8408,0,1_adult_0_child,1,37492.23
2021HU0887095,17,2100,24,2,42000.0,42000.0,1029928,2.0,11.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,24.0,43256.976,0,2_adult_0_child,1,49309.96
2021HU0893200,17,2100,17,1,24000.0,,1029928,6.0,5.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,17.0,24718.272,0,1_adult_0_child,1,37492.23
2021HU0895656,17,2100,67,3,2000.0,,1029928,5.0,12.0,0.0,,,3,3,3,3,3,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,67.0,2059.856,0,3plus_adult_0_child,1,57631.7
2021HU0898272,17,2100,130,2,14000.0,14000.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,130.0,14418.992,0,2_adult_0_child,1,49309.96
2021HU0900796,17,2100,194,2,1560.0,1560.0,1029928,2.0,11.0,0.0,2.0,4.0,2,2,1,1,0,1,1,0,0,1,1,1,0.0,0.0,0.5,0,0,194.0,1606.68768,0,2_adult_0_child,1,49309.96
2021HU0904056,17,2100,3,2,22800.0,22800.0,1029928,3.0,7.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,3.0,23482.3584,0,2_adult_0_child,1,49309.96
2021HU0907995,17,2100,81,6,25500.0,25500.0,1029928,1.0,1.0,4.0,6.0,1.0,6,2,2,0,0,0,1,0,0,0,1,0,0.0,0.0,0.3333333333333333,0,0,81.0,26263.164,0,2_adult_2plus_child,1,64765.51
2021HU0910818,17,2100,515,1,36300.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,515.0,37386.3864,0,1_adult_0_child,1,37492.23
2021HU0911450,17,2100,55,1,23000.0,,1029928,4.0,9.0,0.0,,,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,0,55.0,23688.344,0,1_adult_0_child,1,37492.23
2021HU0913278,17,2100,11,1,3600.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,11.0,3707.7408,0,1_adult_0_child,1,37492.23
2021HU0918379,17,2100,48,1,0.0,,1029928,6.0,5.0,0.0,,,1,1,1,1,1,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,48.0,0.0,1,1_adult_0_child,1,37492.23
2021HU0920671,17,2100,188,1,20000.0,,1029928,6.0,5.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,188.0,20598.56,0,1_adult_0_child,1,37492.23
2021HU0922076,17,2100,290,1,23000.0,,1029928,4.0,9.0,0.0,,,1,1,1,0,0,1,1,0,0,0,1,1,0.0,0.0,1.0,0,0,290.0,23688.344,0,1_adult_0_child,1,37492.23
2021HU0923088,17,2100,54,1,35000.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,54.0,36047.48,0,1_adult_0_child,1,37492.23
2021HU0925074,17,2100,18,2,35200.0,,1029928,7.0,8.0,0.0,,,2,2,1,2,1,2,1,0,1,1,1,1,0.5,0.5,0.5,1,0,18.0,36253.4656,0,2_adult_0_child,1,49309.96
2021HU0927920,17,2100,106,2,43700.0,43700.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,106.0,45007.8536,0,2_adult_0_child,1,49309.96
2021HU0929001,17,2100,265,2,12000.0,12000.0,1029928,3.0,6.0,1.0,2.0,2.0,2,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,265.0,12359.136,0,1_adult_1_child,1,41270.34
2021HU0932613,17,2100,28,5,0.0,0.0,1029928,1.0,1.0,2.0,4.0,1.0,5,3,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0.2,0,0,28.0,0.0,0,3plus_adult_1plus_child,1,65920.3
2021HU0936934,17,2100,60,2,40000.0,40000.0,1029928,3.0,7.0,0.0,2.0,4.0,2,2,1,0,0,1,1,0,0,0,1,1,0.0,0.0,0.5,0,0,60.0,41197.12,0,2_adult_0_child,1,49309.96
2021HU0937905,17,2100,92,1,10000.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,92.0,10299.28,0,1_adult_0_child,1,37492.23
2021HU0938032,17,2100,25,1,18000.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,25.0,18538.704,0,1_adult_0_child,1,37492.23
2021HU0939208,17,2100,148,1,880.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,148.0,906.33664,0,1_adult_0_child,1,37492.23
2021HU0942746,17,2100,16,7,49800.0,4800.0,1029928,3.0,3.0,4.0,6.0,3.0,7,3,1,4,0,1,1,0,0,1,1,1,0.0,0.0,0.14285714285714285,0,0,16.0,51290.4144,0,3plus_adult_1plus_child,1,65920.3
2021HU0951517,17,2100,219,1,5100.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,219.0,5252.6328,0,1_adult_0_child,1,37492.23
2021HU0955623,17,2100,16,2,9400.0,9400.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,16.0,9681.3232,0,2_adult_0_child,1,49309.96
2021HU0968034,17,2100,133,1,9100.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,133.0,9372.3448,0,1_adult_0_child,1,37492.23
2021HU0971659,17,2100,25,2,35600.0,35600.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,25.0,36665.4368,0,2_adult_0_child,1,49309.96
2021HU0972684,17,2100,13,2,39000.0,39000.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,13.0,40167.192,0,2_adult_0_child,1,49309.96
2021HU0978449,17,2100,180,3,23000.0,23000.0,1029928,3.0,6.0,2.0,3.0,3.0,3,1,0,2,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,180.0,23688.344,0,1_adult_2plus_child,1,55969.66
2021HU0982184,17,2100,540,5,44500.0,44500.0,1029928,3.0,7.0,0.0,5.0,3.0,5,2,0,1,0,2,1,0,0,1,0,1,0.0,0.0,0.0,0,0,540.0,45831.796,0,2_adult_0_child,1,49309.96
2021HU0982311,17,2100,92,1,8000.0,,1029928,4.0,9.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,92.0,8239.424,0,1_adult_0_child,1,37492.23
2021HU0986794,17,2100,89,2,32710.0,32710.0,1029928,1.0,2.0,0.0,2.0,4.0,2,2,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,89.0,33688.94488,0,2_adult_0_child,1,49309.96
2021HU0991377,17,2100,505,1,0.0,,1029928,6.0,5.0,0.0,,,1,1,1,1,1,0,1,1,1,1,1,0,1.0,1.0,1.0,1,1,505.0,0.0,1,1_adult_0_child,1,37492.23
2021HU0997162,17,2100,380,1,0.0,,1029928,4.0,9.0,0.0,,,1,1,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,380.0,0.0,0,1_adult_0_child,1,37492.23
2021HU1001372,17,2100,232,1,30980.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,232.0,31907.16944,0,1_adult_0_child,1,37492.23
2021HU1002210,17,2100,76,1,15200.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,76.0,15654.9056,0,1_adult_0_child,1,37492.23
2021HU1006220,17,2100,134,3,44000.0,44000.0,1029928,1.0,2.0,0.0,3.0,4.0,3,3,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,134.0,45316.832,0,3plus_adult_0_child,1,57631.7
2021HU1008293,17,2100,32,1,25650.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,32.0,26417.6532,0,1_adult_0_child,1,37492.23
2021HU1010984,17,2100,159,1,5000.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,159.0,5149.64,0,1_adult_0_child,1,37492.23
2021HU1020672,17,2100,139,1,32040.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,139.0,32998.89312,0,1_adult_0_child,1,37492.23
2021HU1026030,17,2100,122,2,22190.0,,1029928,5.0,12.0,0.0,,,2,2,2,2,2,2,1,1,1,1,1,1,1.0,1.0,1.0,1,0,122.0,22854.10232,0,2_adult_0_child,1,49309.96
2021HU1030816,17,2100,108,1,18000.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,108.0,18538.704,0,1_adult_0_child,1,37492.23
2021HU1033566,17,2100,17,1,30000.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,17.0,30897.84,0,1_adult_0_child,1,37492.23
2021HU1035354,17,2100,25,1,31400.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,25.0,32339.7392,0,1_adult_0_child,1,37492.23
2021HU1044682,17,2100,11,1,0.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,11.0,0.0,0,1_adult_0_child,1,37492.23
2021HU1063080,17,2100,153,1,22400.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,153.0,23070.3872,0,1_adult_0_child,1,37492.23
2021HU1066586,17,2100,86,2,8200.0,,1029928,7.0,8.0,0.0,,,2,2,1,2,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,0,86.0,8445.4096,0,2_adult_0_child,1,49309.96
2021HU1077891,17,2100,654,1,35000.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,654.0,36047.48,0,1_adult_0_child,1,37492.23
2021HU1082410,17,2100,384,1,21400.0,,1029928,6.0,5.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,384.0,22040.4592,0,1_adult_0_child,1,37492.23
2021HU1085834,17,2100,50,1,30000.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,50.0,30897.84,0,1_adult_0_child,1,37492.23
2021HU1091182,17,2100,9,4,9800.0,9800.0,1029928,3.0,6.0,3.0,4.0,2.0,4,1,0,3,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,9.0,10093.2944,0,1_adult_2plus_child,1,55969.66
2021HU1095530,17,2100,99,1,29000.0,,1029928,4.0,9.0,0.0,,,1,1,0,1,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0,0,99.0,29867.912,0,1_adult_0_child,1,37492.23
2021HU1098361,17,2100,10,1,0.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,10.0,0.0,0,1_adult_0_child,1,37492.23
2021HU1099417,17,2100,22,1,28000.0,,1029928,6.0,5.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,22.0,28837.984,0,1_adult_0_child,1,37492.23
2021HU1100937,17,2100,28,1,0.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,28.0,0.0,0,1_adult_0_child,1,37492.23
2021HU1106747,17,2100,14,1,25000.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,14.0,25748.2,0,1_adult_0_child,1,37492.23
2021HU1110066,17,2100,87,1,25000.0,,1029928,4.0,9.0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0,0,87.0,25748.2,0,1_adult_0_child,1,37492.23
